"Data Source","World Development Indicators",

"Last Updated Date","2023-12-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.27035","52.35313","52.8317","52.89642","52.81277","52.58501","52.34399","51.81899","51.27913","50.34392","49.06852","47.52266","44.31891","41.36239","37.83045","34.31553","30.86915","31.68937","32.91783","29.88479","32.01469","30.36525","27.71033","28.78858","30.17472","29.803","27.37551","26.80812","26.14952","27.08582","26.45413","",
"American Samoa","ASM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.441501","6.10646","6.213936","5.922679","5.743454","5.938414","6.001261","5.915662","6.028874","5.969063","5.789862","5.453205","4.948652","4.580137","4.489552","4.271456","4.175713","4.076842","4.078646","4.009081","3.589868","3.539967","3.417162","3.618985","3.307199","3.36657","3.415391","3.439895","3.300061","3.527277","3.032528","",
"Austria","AUT","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.65082","6.4451","6.286037","6.595158","6.680346","6.53768","6.241182","5.898492","5.663631","5.787853","5.424297","5.492463","5.276821","4.930856","5.262303","5.208937","5.449895","5.266372","5.423622","5.400611","5.179886","5.052956","4.917453","5.073377","4.814815","4.720173","4.150512","4.053948","4.067843","4.330621","4.029965","",
"Azerbaijan","AZE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.93203","36.85021","36.58183","37.05413","38.12642","38.77181","37.51812","37.13442","36.73345","35.68032","35.96153","38.4975","33.71902","37.82729","37.79484","34.97076","33.61271","36.21415","32.35515","31.94914","32.07216","31.52491","30.84748","30.99641","30.77272","30.70359","30.55022","30.1786","29.57903","29.83057","29.07776","",
"Burundi","BDI","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.77015","85.78632","86.09985","86.34194","86.90755","87.61312","87.77682","87.19881","86.96312","86.74802","86.33226","85.80103","85.51836","85.61613","85.00246","84.21008","83.2798","82.6836","82.03435","81.18688","80.27505","79.34991","78.65073","77.81434","78.11965","78.09434","78.10805","77.92509","77.76298","77.84518","77.43449","",
"Belgium","BEL","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.270368","3.172337","3.069305","3.364732","3.078106","3.137899","3.04968","2.704445","2.685776","2.430523","1.693829","2.307087","2.219237","2.712973","2.469309","2.481839","2.290834","1.971693","1.895268","1.73156","1.643464","1.569842","1.799099","1.54591","1.564759","1.67674","1.555889","1.307227","1.173749","1.171306","1.274048","",
"Benin","BEN","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.55411","60.36333","60.17935","59.13736","58.80506","58.73281","58.29932","58.07835","57.77676","57.083","56.41622","56.12126","55.43945","55.25864","54.96867","54.56548","53.76663","53.05375","52.59118","52.19177","50.84402","50.05272","48.84311","47.7611","47.30995","46.49461","44.94133","43.30979","41.88473","41.48176","40.50578","",
"Burkina Faso","BFA","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.19636","87.28709","87.21235","87.33518","86.78015","85.95853","85.25735","84.65035","83.93076","83.40186","82.78848","82.21139","81.39227","80.57137","79.7756","78.78493","78.1351","78.09145","77.56026","77.04497","76.4614","75.91197","75.28273","74.84721","74.35503","73.73285","73.0117","72.59648","71.70737","71.54357","70.96773","",
"Bangladesh","BGD","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.69592","59.67505","59.49947","59.34647","59.09417","58.70021","58.13854","57.49128","56.86008","56.15447","53.36789","50.4333","47.34864","44.60115","41.7507","41.69322","41.46363","41.24276","41.01397","40.68963","40.75957","40.77083","40.78071","38.70209","36.47033","34.19458","32.04922","30.70818","29.50812","29.30038","28.356","",
"Bulgaria","BGR","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.58748","17.29746","17.32959","17.46383","17.5002","17.11874","16.9129","16.25083","16.08698","15.43706","12.0366","13.03237","13.60947","12.91172","10.76227","9.847183","9.187076","8.922291","8.597787","8.227661","8.542598","8.391604","8.656893","9.192183","9.096553","8.949531","9.176619","8.607604","8.628719","8.590869","8.187782","",
"Bahrain","BHR","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.866544","2.732227","2.602236","2.50096","2.405278","2.311988","2.225286","2.131977","2.059568","1.998227","1.917139","1.86403","1.805622","1.734427","1.668401","1.601816","1.536606","1.477474","1.421042","1.359298","1.36808","1.358207","1.352019","1.349729","1.346129","1.306635","1.276006","1.25817","1.239182","1.233329","1.227305","",
"Bahamas, The","BHS","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.542807","8.476813","8.950495","8.63892","7.151319","8.08585","5.464853","5.474051","6.720201","6.740559","6.72722","5.580882","5.157791","7.990677","6.307824","4.340285","4.138841","4.896443","5.018493","5.357104","5.532943","5.549617","5.481042","5.392585","5.320424","5.220887","5.143999","5.106821","5.024464","4.887603","4.844537","",
"Bosnia and Herzegovina","BIH","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.1174","22.8358","22.41269","21.82812","21.09858","20.16996","19.19825","18.25255","17.51515","16.61699","16.10224","16.71553","17.42477","18.18572","18.98689","19.75449","19.00665","19.63755","18.55626","17.88246","18.79326","19.29785","18.66124","16.79524","18.51031","18.06355","18.17821","15.52136","16.38178","10.75061","10.06515","",
"Belarus","BLR","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.53821","25.67893","25.32008","25.05692","25.3775","24.96898","24.05527","23.24308","22.68366","21.95785","21.10555","20.42882","19.57885","18.68673","17.78111","16.94896","16.14359","15.37243","14.88304","14.10481","13.51356","12.94875","12.39073","11.83478","11.32858","11.11375","10.76092","10.34192","9.975521","9.910924","9.588128","",
"Belize","BLZ","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.19891","32.19698","31.85974","30.65818","35.69707","38.4734","39.35813","33.16286","36.29763","34.80924","33.17734","31.74716","30.27436","28.76679","27.23107","26.94103","26.63012","26.24829","25.89323","25.62349","25.27998","25.0313","24.64318","24.57635","25.81687","26.61987","24.49224","24.38796","22.56441","29.35272","28.92448","",
"Bermuda","BMU","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.95877","43.62567","43.31758","42.98753","42.52168","42.11216","41.84274","41.23861","40.48214","40.20057","45.6514","44.81598","35.61652","35.6131","38.09039","39.63117","34.57893","31.08868","29.57776","30.89609","32.05412","30.70338","32.52391","30.56817","29.02019","30.11697","30.40182","31.05034","27.4745","30.47652","29.72719","",
"Brazil","BRA","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.95718","24.45656","24.057","23.30476","22.90167","21.89852","21.54402","20.63028","21.276","20.42878","19.72305","19.67143","20.1971","20.9744","20.16045","19.11876","18.21198","17.33161","17.26577","16.27865","15.54004","15.18144","14.78153","13.75201","13.65126","13.79937","13.06697","12.84735","12.61182","13.0539","13.23318","",
"Barbados","BRB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.662838","8.149314","6.637176","6.310228","5.744724","6.357432","6.500381","5.269565","5.297005","4.235598","4.906232","5.010725","5.585807","4.348394","2.999229","4.576476","3.57496","3.210983","3.967913","3.895483","4.388623","3.585163","3.454837","3.907744","4.208098","3.849633","4.404695","4.464168","4.683107","4.552169","4.544446","",
"Brunei Darussalam","BRN","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.214057","2.204808","2.19694","2.184176","2.151298","2.137259","2.122701","2.090724","2.074636","2.045416","2.002647","2.003157","2.008931","2.014378","2.019227","2.015054","2.012259","2.020915","2.012453","2.012662","2.01694","2.021694","2.02609","2.037226","2.036591","2.040779","2.045055","1.432396","2.809916","1.810265","1.761827","",
"Bhutan","BTN","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.11411","63.87798","63.60912","63.32463","62.97075","62.59708","62.15564","61.5717","60.93739","60.26035","59.3162","58.33891","57.40704","56.40606","54.93168","54.02312","52.5317","50.79608","48.71303","46.68202","48.21809","47.79999","49.55283","50.06062","52.42448","51.72551","51.29497","51.09367","50.85302","51.5161","50.95979","",
"Botswana","BWA","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.73413","18.5829","18.63976","18.73722","18.42665","18.02992","21.83619","26.32477","24.15572","22.0823","22.8678","25.29205","28.03629","30.29687","32.20885","33.79292","31.98551","30.35399","29.1007","30.31008","29.69907","29.17124","28.0717","27.43716","27.76271","27.08278","26.57075","26.0647","25.46065","29.05237","28.72288","",
"Central African Republic","CAF","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.04163","68.67182","68.85881","68.6002","68.27584","69.15862","68.91161","68.61548","67.80923","68.53483","68.26763","67.9074","69.57154","68.68764","68.65402","68.03088","67.4689","67.32182","66.02856","65.28692","64.7429","63.88657","67.58675","67.77174","66.85897","66.13249","65.45846","64.73463","64.60796","64.88255","64.40907","",
"Canada","CAN","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.39027","4.408964","4.399389","4.214398","4.00884","3.958225","3.812422","3.7726","3.537047","3.248264","2.861344","2.773303","2.794056","2.669927","2.794123","2.753787","2.620543","2.59526","2.652703","2.442021","2.413139","2.334171","2.402732","2.309911","2.20997","2.685321","2.023992","1.986652","1.970982","2.027065","1.73246","",
"Central Europe and the Baltics","CEB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.7400977809685","23.2440172736155","22.7880208678822","22.2283192457962","21.7503288866051","21.1992886434949","21.3087792071255","21.1032440754201","21.2494928856505","21.3240547320937","20.7094371660461","19.2968110200374","18.8401610148741","17.4244075434762","16.6885735535808","15.4862239407305","14.3968744213679","13.4426283503468","13.400167127264","13.945121351067","13.5144443525055","13.6261054755838","13.2865864282682","12.9611789333851","12.5277411866719","11.5693013021012","11.3452009194854","10.7642968335154","10.325165280847","10.4269792017103","9.47189867836777","",
"Switzerland","CHE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.543244","4.349686","4.740828","4.64994","4.971822","5.187792","5.298135","5.263395","5.670783","5.509768","5.121315","5.058712","5.036224","4.724189","4.781477","4.727352","5.001448","4.367078","3.93621","4.135329","4.066118","4.021019","4.177135","4.331787","3.930178","3.802401","3.558978","3.440369","3.123728","3.095255","2.71118","",
"Channel Islands","CHI","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.562921","5.528147","5.462467","5.379262","5.303393","5.221842","5.096596","4.986293","4.873364","4.709576","4.663017","4.632305","4.620378","4.541889","4.439672","4.283316","4.114447","4.064202","4.075547","3.99112","3.889208","3.81012","3.713713","3.604682","3.500319","3.415693","3.336401","3.268611","3.196419","3.158111","3.140118","",
"Chile","CHL","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.82329","23.43848","21.41282","21.22357","20.66812","20.19165","19.26981","19.35469","19.36136","19.39486","18.0896","17.8944","18.09505","17.54287","16.97652","16.3958","15.78035","15.13218","14.68497","14.13317","13.72338","13.38746","12.31071","12.25809","12.2369","12.17223","12.04873","12.14347","12.10199","9.572263","8.688548","",
"China","CHN","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.66731","63.38239","61.23407","59.03043","56.83814","55.07471","54.39438","54.19695","54.36589","54.1147","53.99488","53.78201","52.76653","50.53658","48.38687","46.11901","44.23409","42.95917","41.3964","39.90676","37.94022","36.71799","34.45126","32.49501","31.54617","30.62722","29.88849","28.91743","28.18239","27.72534","27.16744","",
"Cote d'Ivoire","CIV","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.86789","54.81252","54.73969","54.5879","54.30044","53.93554","53.3166","53.07046","52.70749","52.69134","53.01188","53.13865","53.40273","52.74041","52.39098","52.02804","51.70167","51.20279","50.57842","50.19595","50.2266","49.20606","48.09089","48.02416","48.20127","48.35767","48.33702","49.3836","50.36647","50.5172","49.96235","",
"Cameroon","CMR","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.69604","64.82605","64.99374","65.04202","64.89842","64.68169","64.40723","64.02433","63.45419","62.71816","62.09226","60.88306","59.59853","58.10693","56.90327","55.49924","54.06491","52.55682","51.15034","49.64571","47.93255","46.13165","44.33587","42.61156","41.78666","40.99043","40.22696","39.52609","38.90932","38.89663","38.1567","",
"Congo, Dem. Rep.","COD","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.46685","57.87961","59.55202","60.86079","61.18072","60.38615","62.73647","63.42428","65.29262","66.04228","67.75613","67.01501","66.09187","64.84565","63.63555","63.38245","62.63609","61.70808","61.37595","59.18012","57.07663","54.97235","52.93645","50.83558","49.10676","49.05816","48.62453","47.52056","46.70707","46.88756","46.24286","",
"Congo, Rep.","COG","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.87403","42.84044","42.87001","42.95955","42.8096","42.52178","42.47049","42.34906","42.03104","41.03648","40.67633","40.22816","39.91939","39.3553","38.46288","37.60265","37.85204","36.8145","35.90814","34.79774","34.3878","33.46081","33.3191","32.95989","33.22067","34.56619","34.99434","35.39066","35.45303","35.99823","35.37709","",
"Colombia","COL","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.76798","27.70765","26.90925","25.75235","25.62347","26.05179","25.58352","25.93306","26.9803","28.14027","29.39903","29.22996","29.77651","27.93959","29.17048","27.8127","24.55748","25.64286","26.36448","26.06645","25.17149","24.29507","23.37453","22.80937","22.29559","22.28207","22.81886","23.0012","22.19488","22.76279","21.92548","",
"Comoros","COM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.71939","53.41248","53.31257","53.71949","53.61889","53.75641","53.42922","53.29433","53.03839","52.45455","52.01105","51.49384","51.04597","50.61299","49.7691","48.87879","47.16608","45.94533","45.11409","44.03116","42.83948","41.60315","40.43498","39.1506","38.79863","38.39038","37.82558","37.60744","37.61515","38.00224","37.24685","",
"Cabo Verde","CPV","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.48282","39.84024","39.34763","38.40489","37.48227","36.41206","35.29004","34.01641","32.95467","31.42055","30.35432","29.14429","28.0738","26.75424","25.56843","24.42148","23.1023","22.08916","21.63882","21.15397","20.65997","20.41776","20.08369","19.71607","19.41278","18.84524","18.06029","16.10253","14.7326","15.6591","15.23174","",
"Costa Rica","CRI","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.69971","23.48245","23.43175","23.17039","23.63001","23.33753","23.27313","23.32894","22.74042","22.16341","21.80445","22.03799","21.04037","20.36084","20.86121","19.26393","17.81513","17.19051","15.34803","17.28341","17.92131","18.87214","19.6951","19.91695","19.96039","20.28638","21.0007","22.21277","21.73563","22.83846","21.3563","",
"Caribbean small states","CSS","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.9984253047946","27.8049879238873","26.6809521659845","26.1827232911487","24.9914177145152","24.1699373713383","22.8832692626448","21.9680241762976","22.0198285574712","21.4971506598502","21.1244066567978","20.0604458270332","20.2027212920985","18.3730931319146","17.9169665736586","17.9096928754438","17.0234689335802","16.9954969321186","17.0824453381357","16.9244265713184","16.6921200989585","17.0855699902355","16.9541607325604","17.2655783830555","17.0056027865815","15.9865893379448","15.7790470382084","15.2357383589876","14.7209973079769","15.070097252961","15.1438652378067","",
"Cuba","CUB","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.59786","30.98287","31.58442","31.21047","30.7737","30.89336","31.14332","31.21599","29.53277","29.16061","28.2394","28.33113","28.45397","27.36926","26.52331","26.38763","24.97167","24.731","25.18121","24.87852","26.2676","26.02533","25.21748","25.46851","25.22339","24.84354","24.52537","24.17417","23.73164","24.34425","23.91277","",
"Curacao","CUW","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.80013","11.60198","11.52359","11.26929","11.0299","9.877296","8.757079","7.685976","6.745185","5.921938","5.464748","6.000673","6.143452","5.890336","5.649161","5.268689","5.907068","5.4206","4.70256","4.861889","5.038909","3.791292","4.290114","6.484855","5.660864","5.339517","3.762401","3.131609","3.34618","3.705664","4.200721","",
"Czechia","CZE","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.593335","9.332026","9.006827","7.93088","7.568965","7.280704","6.942848","6.633223","6.4098","6.318196","6.02693","6.004072","5.515295","5.417236","4.8558","4.503616","4.372914","3.825404","3.78952","3.976662","3.829711","3.903763","3.768877","3.599546","3.926558","3.829906","3.604703","3.628372","3.401284","3.40577","3.368293","",
"Germany","DEU","Employment in agriculture, male (% of male employment) (modeled ILO estimate)","SL.AGR.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.903549","3.814237","3.588862","3.372502","3.270259","3.185476","3.234832","3.117267","3.260621","3.046462","3.051151","2.907573","2.910753","2.891252","2.899867","2.818703","2.796445","2.170855","2.052589","2.030857","2.044383","1.956511","1.825127","1.792525","1.775999","1.671825","1.622446","1.601655","1.52941","1.695753","1.523795","",
